timestamp,ax,ay,az,gx,gy,gz,gt_speed,gt_yaw_rate,gt_x,gt_y,gt_heading
0.0,-0.08111886882519051,-0.03853107950482451,9.76110441398254,0.002176140836437963,0.005747773112873533,0.003544340314274092,0.0,0.0,0.0,0.0,0.0
0.005,-0.03981414366697336,0.01934402073954068,9.79338102815035,0.0034832488427862978,0.0009184986075922365,0.011679790284963711,0.0,0.0,0.0,0.0,0.0
0.01,0.029292736089392726,0.027770856915740848,9.788256216803408,-0.0010131639609358956,0.0025160032571173918,-0.0025116287487417528,0.0,0.0,0.0,0.0,0.0
0.015,-0.06016093959467808,-0.031194653564941204,9.792696300357846,-0.004251683646272446,-0.00010504998927522648,0.0028503896879417782,0.0,0.0,0.0,0.0,0.0
0.02,-0.06807957225570971,-0.024003856752266555,9.838318956791463,-0.006835092706504645,0.0032838847834612307,0.0067083125864991315,0.0,0.0,0.0,0.0,0.0
0.025,0.030030001958530454,0.003841647473340523,9.774669575862724,0.0026068165706970327,0.001626114257119917,-0.000579033562866583,0.0,0.0,0.0,0.0,0.0
0.03,0.004763314198804575,-0.018246065451492755,9.823672988569355,0.0011747531090532818,-0.005751246517217675,0.0033962464723758376,0.0,0.0,0.0,0.0,0.0
0.035,-0.047605239877940346,0.006043688364481723,9.814991224641995,-0.0029161099678659498,-0.004035864728599804,-0.0036902070521944476,0.0,0.0,0.0,0.0,0.0
0.04,0.09072414022770367,0.01005267780486308,9.83696586977893,0.0003898423715516146,0.006694751413252126,0.005180852971949062,0.0,0.0,0.0,0.0,0.0
0.045,-0.12388647216410044,-0.021354693757530224,9.814135410865301,0.006152454650433197,-0.005720046288687181,-0.0014752768966155678,0.0,0.0,0.0,0.0,0.0
0.05,-0.09327509324979455,0.049709043437306644,9.821057492958028,-0.012359950707194655,-0.0016179663300811909,-0.002356800152806469,0.0,0.0,0.0,0.0,0.0
0.055,0.03211033131815631,0.043943085792437275,9.754514127672442,-0.0005305844643797145,-0.005811986071840641,0.0009158984917750188,0.0,0.0,0.0,0.0,0.0
0.06,-0.09114581197196996,-0.024829752269321808,9.845127714510793,-0.0011190938691674596,0.010289102259257953,0.003965924644441542,0.0,0.0,0.0,0.0,0.0
0.065,-0.03667589298137919,-0.04830518640415149,9.812673110827124,-0.002975812471652413,0.007597311180257893,0.00028757225552853826,0.0,0.0,0.0,0.0,0.0
0.07,0.0353109793531068,0.0708354551550481,9.790028032467998,-0.001460327025596354,0.0039044847074743406,-0.001186507526492122,0.0,0.0,0.0,0.0,0.0
0.075,-0.09774068732585489,-0.08223869730508078,9.822183302699486,-0.0027698702128343767,-0.0020919263260956375,-0.0054861251051022825,0.0,0.0,0.0,0.0,0.0
0.08,0.009800837182814128,-0.027205146267824474,9.833749537006144,-0.0037131976755124235,0.003266905289005129,0.0023435841242494754,0.0,0.0,0.0,0.0,0.0
0.085,0.0013269607814281534,0.05948147860422709,9.741410868345932,0.0009428139065318542,0.002174857532040361,0.0019498824792685242,0.0,0.0,0.0,0.0,0.0
0.09,-0.009810051171326963,0.02396555637646589,9.794736194906125,-0.010758400074115238,-0.0014727140958266127,0.00038806188529407826,0.0,0.0,0.0,0.0,0.0
0.095,0.1310961130429633,0.06236714315873651,9.811395366390464,-0.00040678444025541203,0.003995607974558542,-0.003503536760202536,0.0,0.0,0.0,0.0,0.0
0.1,0.011829150455732445,0.07019162366140404,9.819874725334193,-0.0016996548792997143,-0.0002055806323769645,0.0019759232512013636,0.0,0.0,0.0,0.0,0.0
0.105,0.009377286015344998,-0.020798448163724833,9.74562618941812,-0.007375841733004077,0.005166866625825007,0.006287114129888153,0.0,0.0,0.0,0.0,0.0
0.11,0.006733867251281531,0.04616496360700477,9.753344255396522,-0.0010413747948384018,0.006235947168714812,-0.0034130573851493783,0.0,0.0,0.0,0.0,0.0
0.115,-0.057846401205340764,0.015502442474089249,9.863152261578728,-0.0029081707222694654,-0.0005148082131178316,-0.003759685924996801,0.0,0.0,0.0,0.0,0.0
0.12,0.02854069876405432,-0.025469326260749197,9.779470055721054,-0.009487213789302406,-0.0020092675369754454,0.005085299586134511,0.0,0.0,0.0,0.0,0.0
0.125,0.001976775564534832,-0.011306300638075025,9.842658507901294,-0.00696680713494424,-0.0050038141044966115,-0.004206645239437786,0.0,0.0,0.0,0.0,0.0
0.13,-0.04952475088257015,-0.027877925949342467,9.779909847141623,0.0028912157639800363,0.0023963284147495356,0.0054913454239624345,0.0,0.0,0.0,0.0,0.0
0.135,-0.02413007928814174,0.03560894131874304,9.812062213142113,-0.0030423413112139093,0.0036018325075904563,0.008495196727559912,0.0,0.0,0.0,0.0,0.0
0.14,-0.03969466496286636,-0.04729113555880958,9.797145768500224,0.00035942229753348535,0.0045323083153181246,-0.01218718874902857,0.0,0.0,0.0,0.0,0.0
0.145,-0.04706416841499127,-0.035845397664498,9.783554351199413,-4.1202119983251365e-05,-0.0010345787708854106,-0.003160256130764231,0.0,0.0,0.0,0.0,0.0
0.15,-0.010039602341836113,0.050519970764331165,9.81447896394751,0.006281518528246093,-0.0020315891737642997,0.0033278318440457446,0.0,0.0,0.0,0.0,0.0
0.155,-0.049939786309390624,0.04606418895373127,9.797950447494735,0.004626977076043398,-0.004973936191035417,0.0020448142815529613,0.0,0.0,0.0,0.0,0.0
0.16,-0.0354801248876218,-0.015806680702667702,9.819707937075966,-0.0010565681352591111,0.0014610537289253371,0.007433996497733561,0.0,0.0,0.0,0.0,0.0
0.165,-0.023811229644315,0.03803546473650683,9.78169592101245,0.007566922548644517,0.004738279866822053,-0.0025581142897752847,0.0,0.0,0.0,0.0,0.0
0.17,-0.037100024841208154,0.011323627570027257,9.773121696164088,0.006670856835008873,-0.009942827229686672,0.006376068076588714,0.0,0.0,0.0,0.0,0.0
0.175,-0.04051281952486793,-0.04514968613655322,9.7880356472774,-0.003495785384129698,-0.004155641000104522,-0.0023858082322147567,0.0,0.0,0.0,0.0,0.0
0.18,0.0019747701419974666,-0.02799294488008418,9.784212923888054,-0.006984235653080494,0.0030311090851747186,-0.0016704998856742856,0.0,0.0,0.0,0.0,0.0
0.185,0.0059248560306191765,0.0069555449307103934,9.80359161588481,-0.005416240629991182,0.004160944903678965,-0.007731378347325181,0.0,0.0,0.0,0.0,0.0
0.19,-0.061901030069361374,0.11063705026969124,9.798207386312798,-0.0048615319731457746,-0.0043356084926474935,-0.001493923368441694,0.0,0.0,0.0,0.0,0.0
0.195,-0.11738080668857243,0.03520492775682278,9.805763637759322,-0.0004494469275754385,0.003951929660680092,0.007003597914703291,0.0,0.0,0.0,0.0,0.0
0.2,-0.003060447709436304,0.06345745147228447,9.816791294036829,-0.00012306927268451956,0.006637913283846783,0.0029843838216852573,0.0,0.0,0.0,0.0,0.0
0.205,-0.04264900093065587,-0.07310046965798597,9.82728547082515,-0.002192456192184356,0.0042232619036326165,0.0005198139942194809,0.0,0.0,0.0,0.0,0.0
0.21,0.0025641062770725698,-0.0076688617508934576,9.824626526573546,-0.008170784568348079,0.0006267262327244183,-0.0005571844558099265,0.0,0.0,0.0,0.0,0.0
0.215,0.01374070677709564,-0.025727481142893967,9.800758448515426,0.0034695537488955578,-0.0019380338277947013,-0.00645593109059424,0.0,0.0,0.0,0.0,0.0
0.22,0.027785736463042113,0.03283480532519792,9.802919390927256,0.0067193959316832925,-0.006402431217084498,0.003556599662154555,0.0,0.0,0.0,0.0,0.0
