timestamp,ax,ay,az,gx,gy,gz,gt_speed,gt_yaw_rate,gt_x,gt_y,gt_heading
0.0,0.3491165658302422,-0.03032077310001125,9.753449063566002,0.0001799952139316838,0.005393570197941093,-0.007031946170555405,0.005043266294299911,0.0,0.0,0.0,0.0
0.005,0.4714751869840425,0.08428549246416442,9.790839202773586,-0.005558802512729465,0.004008909588113052,-0.0010768261561638253,0.006612157552425167,0.0,3.3060787762125834e-05,0.0,0.0
0.01,0.8514389054578093,-0.05932129751278098,9.753103102183019,-0.0014109853132601824,0.00044155703749345054,0.0012706281701753588,0.009592338568783443,0.0,8.102248060604305e-05,0.0,0.0
0.015,1.0926862443620193,-0.0176061961075801,9.80370246865475,-0.0055962436428807615,-0.0029886127766141366,0.0018168633192508035,0.01459206426424945,0.0,0.0001539828019272903,0.0,0.0
0.02,0.8120827149578611,0.04313094349099374,9.814091731932718,-0.0041247788422222355,-0.0025130614388491393,3.833021340735076e-05,0.020477236812748437,0.0,0.0002563689859910325,0.0,0.0
0.025,0.8585445443505519,-0.024010060060605434,9.736504258089406,-0.002633619459646091,-0.00017442701757378206,-0.004369946303803685,0.022434629969969776,0.0,0.00036854213584088137,0.0,0.0
0.03,1.325574862481192,0.0011130334716102207,9.79704001920525,-0.0033798026940076763,0.006318154041362717,-0.006648984418454669,0.02931042623453176,0.0,0.0005150942670135402,0.0,0.0
0.035,0.8875790252767122,-0.022768535146335443,9.798628359779245,-0.0026578028165943346,0.003540307472859373,0.00847009710151013,0.03466913148561369,0.0,0.0006884399244416087,0.0,0.0
0.04,0.8351223373996246,-0.036784914505347474,9.763416855674665,0.002158108937567958,0.0050448012355633585,-0.0032816294088728027,0.03881748651659974,0.0,0.0008825273570246074,0.0,0.0
0.045,1.0212702365970951,0.04527437042669551,9.79825552727072,0.005096068106033992,0.003536527302247614,1.9549222559869404e-06,0.04385324463553687,0.0,0.0011017935802022918,0.0,0.0
