timestamp,ax,ay,az,gx,gy,gz,gt_speed,gt_yaw_rate,gt_x,gt_y,gt_heading
0.0,-0.13140351469222222,0.044179828590051685,9.829654349704853,-0.006864990538546335,0.001798869836879672,-0.0014460345887795673,0.0,0.0,0.0,0.0,0.0
0.005,-0.04500382392823257,0.020626565325414695,9.84014353009028,0.0017920344074083099,0.00023842455374701492,0.007282495001954319,0.0,0.00022005252746547246,0.0,0.0,1.1002626373273623e-06
0.01,-0.0633603500288444,-0.03699517326717383,9.784721257172242,-0.0026891965675797476,0.0027584477852635974,0.006702180651343526,0.0,0.00044010480921335455,0.0,0.0,3.3007866833941353e-06
0.015,-0.04092312978355742,0.09958511698039348,9.825967317273557,0.0008972790602541534,0.0022351362068530564,-0.00016710408094282856,0.0,0.0006601565995263303,0.0,0.0,6.601569681025787e-06
0.02,0.025753305419974292,-0.07151096578625883,9.799386709434243,-0.010495404157576809,-0.0010816127961625792,0.002343232787214485,0.0,0.0008802076526876328,0.0,0.0,1.1002607944463952e-05
0.025,0.01422100792033874,0.0065850896905022644,9.78621503519162,-0.005495866254570924,-0.00018269957259990513,-0.0021780507766943507,0.0,0.0011002577229813177,0.0,0.0,1.6503896559370542e-05
0.03,-0.01445635746434484,0.006885572255572417,9.890329285989322,-0.001635418724368518,-0.0009580376646310628,-0.0016588251255911439,0.0,0.0013203065646925382,0.0,0.0,2.3105429382833234e-05
0.035,-0.08660365668603756,0.0032371508940135458,9.78028982898585,0.008701691622097737,0.00015715129818392114,-0.0006344915622742258,0.0,0.00154035393210782,0.0,0.0,3.080719904337233e-05
0.04,0.012763119281378788,0.08392237994461266,9.849626044199193,0.006370554743683646,-0.0019190711351786342,0.007671010173519383,0.0,0.0017603995795153345,0.0,0.0,3.9609196940949e-05
0.045,-0.011138136285760396,0.008749887909962877,9.815406964954612,-0.003200178520233945,0.0018404281181292617,0.005737236038429627,0.0,0.001980443261205174,0.0,0.0,4.951141324697487e-05
0.05,0.007502011080802163,0.06665982485761901,9.824763966205921,-0.002798440848632882,-0.003034116918803888,0.005220081030888461,0.0,0.0022004847314696257,0.0,0.0,6.0513836904323e-05
0.055,-0.0895045429232495,0.10011351456679589,9.857183582261532,0.004174737997081584,0.0023198074158939912,0.0038453065641510004,0.0,0.0024205237446034453,0.0,0.0,7.261645562734023e-05
0.06,-0.02926514253300665,-0.010244222958665783,9.85708796423153,0.0021968880918445495,0.0013427777061091463,0.0016863253292268784,0.0,0.0026405600549041343,0.0,0.0,8.58192559018609e-05
0.065,0.017174780817019803,-0.0020406270734688505,9.817959959984954,-0.004687586493620536,0.008010919255567411,0.004322832267994535,0.0,0.0028605934166722096,0.0,0.0,0.00010012222298522195
0.07,-0.07601987929670664,0.07876256800407891,9.820487464859026,0.0038462556548878304,-0.0002005016979734341,0.0017114050103421933,0.0,0.003080623584211483,0.0,0.0,0.00011552534090627936
0.075,0.07206803212059035,-0.023110765871061263,9.816614731291164,-0.005251526445681347,-0.006795843210839331,0.008958403721163936,0.0,0.003300650311829332,0.0,0.0,0.00013202859246542602
0.08,0.051561887666866174,0.01701329653413098,9.82851178111085,-0.0052324272016633375,0.0002359237141743326,-0.0033091152958117857,0.0,0.003520673353836974,0.0,0.0,0.00014963195923461088
0.085,-0.003807459993227163,0.02041092707084797,9.776112241706075,-0.004522350868178744,0.0055173976049663715,-0.005822871723292598,0.0,0.0037406924645497436,0.0,0.0,0.0001683354215573596
0.09,-0.003915632179214017,0.08049619940456422,9.80365650280958,-0.0011429087115025435,0.0065575350612303235,0.007340752442450986,0.0,0.003960707398287365,0.0,0.0,0.00018813895854879643
0.095,-0.021840257900607295,0.03165164144067095,9.780678460185861,0.002876743021511889,-0.0017245411661722875,0.0029866573945813374,0.0,0.0041807179093742266,0.0,0.0,0.00020904254809566756
0.1,0.05231108293344927,0.008940788446839008,9.837978976335885,-0.0025354817520073045,-0.007618182426170013,0.0036874939452864867,0.0,0.004400723752139655,0.0,0.0,0.00023104616685636582
0.105,-0.050330053464137076,0.007752736252888321,9.747674205353611,0.009258464744271198,-0.0005473231289038782,0.0023724652708441286,0.0,0.004620724680918187,0.0,0.0,0.0002541497902609568
0.11,-0.10342536971472842,-0.03221788192927061,9.801609036539151,-0.004555715197077158,0.004396891980492515,0.0030359354297855943,0.0,0.004840720450049851,0.0,0.0,0.00027835339251120606
0.115,-0.005944399813111921,0.048530044819346474,9.800754214067597,-0.0033024272445846574,-0.00037241890008811777,0.006216301094857159,0.0,0.005060710813880437,0.0,0.0,0.00030365694658060824
0.12,-0.006678499702070236,0.05731829159021003,9.865736783283042,0.004208843551121046,0.00337755216775815,0.0035801632154061442,0.0,0.005280695526761764,0.0,0.0,0.00033006042421441703
0.125,0.029426017157253712,0.007309684895561811,9.811424085553668,0.010546903186425769,-0.008130171622062265,0.008826090158571475,0.0,0.0055006743430519684,0.0,0.0,0.00035756379592967685
0.13,-0.006701194491308963,0.006956850494139629,9.798442303174825,0.003505022115584098,0.004778834136540458,0.0019335460831976046,0.0,0.005720647017115768,0.0,0.0,0.0003861670310152557
0.135,0.005883777677282407,-0.06088855056091437,9.793064582184252,0.0018804128153702062,0.006925359690893991,0.015035567780786161,0.0,0.0059406133033247386,0.0,0.0,0.0004158700975318794
0.14,-0.041246513623740634,-0.05210278195816088,9.790987590835693,-0.0005487163024279648,-3.996496751822003e-06,-0.0005809070786845045,0.0,0.006160572956057589,0.0,0.0,0.00044667296231216735
0.145,0.05308058408680552,0.04120638057583385,9.810628557529453,-0.006716163717466133,-0.0036353618727008475,0.005860489264742982,0.0,0.006380525729700437,0.0,0.0,0.0004785755909606695
0.15,-0.0029528498137221058,0.012772439587368414,9.803404602305534,0.004278644862362605,0.007529791699656458,-0.0003971636922907749,0.0,0.006600471378647081,0.0,0.0,0.0005115779478539049
0.155,0.03260271756553261,0.02481604779957977,9.788687852660349,-0.001753099431185346,-0.0015684845861191905,0.002492178193388406,0.0,0.00682040965729927,0.0,0.0,0.0005456799961404013
0.16,-0.003495912508739745,0.06632799575467628,9.805331696145124,-0.0017511439396035067,-0.0101718493241476,0.005781212326532582,0.0,0.0070403403200669954,0.0,0.0,0.0005808816977407363
0.165,-0.0951046750969908,-0.04994044840171687,9.78553601390315,-0.008187430914081147,-0.004417944079308325,0.0013988548343366299,0.0,0.007260263121368737,0.0,0.0,0.00061718301334758
0.17,0.04620911036242181,-0.010872033735835219,9.812317772843336,-0.004583094815099554,-0.001437095572762583,0.003875825874436374,0.0,0.007480177815631766,0.0,0.0,0.0006545839024257388
0.175,-0.036288630626839444,-9.292477801676156e-05,9.815266632740979,0.00486808114593142,-0.002692959521806564,0.00405214220857446,0.0,0.007700084157292402,0.0,0.0,0.0006930843232122008
0.18,0.009031905121500195,-0.05463717854814237,9.821658346920442,0.005397958823243101,0.006529864959877791,0.009943438749557866,0.0,0.007919981900796283,0.0,0.0,0.0007326842327161822
0.185,0.00044247393695308335,-0.07460341600988539,9.80241724310647,-0.009833475372261098,0.00544521409171595,0.0012431831600621373,0.0,0.008139870800598662,0.0,0.0,0.0007733835867191755
0.19,-0.05908294183052254,0.02709951437558745,9.816135942602035,0.010486537908595403,0.003187764639835374,0.015652869770689217,0.0,0.00835975061116466,0.0,0.0,0.0008151823397749988
0.195,-0.11348589644990932,-0.026311479267511997,9.839046579430851,-0.007094316572978824,-0.00021792457719829153,0.015118199646643925,0.0,0.008579621086969543,0.0,0.0,0.0008580804452098465
0.2,0.017534065558889995,0.07267001134933529,9.779603208971816,-0.011957588018989414,-0.004689665511587268,0.0034260281958011576,0.0,0.008799481982499012,0.0,0.0,0.0009020778551223416
0.205,-0.022283909877448937,-0.009416178478598075,9.773906704699272,-0.00016633932586029572,0.005090257869512229,0.009338459340012166,0.0,0.009019333052249454,0.0,0.0,0.0009471745203835888
0.21,0.03923800201979677,-0.021897842054244478,9.784659322406291,0.001367802276698612,0.0019340139767848544,0.007278921213507091,0.0,0.009239174050728232,0.0,0.0,0.00099337039063723
0.215,-0.06884054880571548,0.008851510054502694,9.830928680338682,0.005843298042838117,0.008381415795715285,0.011802695014933546,0.0,0.009459004732453959,0.0,0.0,0.0010406654142994997
